ResponseId,A.S. President,A.S. President,A.S. President,A.S. President,A.S. Internal VP,A.S. Internal VP,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. Student Advocate General,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - CCS,Collegiate Senator - Engineering,Collegiate Senator - Engineering,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. Transfer Senator,A.S. Transfer Senator
R_00000000006047,2,1,3,,2,1,1,2,2,1,1,,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,1,,2,,,,,
R_00000000006048,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006049,1,2,3,,1,2,1,2,1,2,1,1,4,,3,,2,,,,3,5,1,7,6,10,,9,,8,4,,,,11,,,2,12,,,,,,,,,,,,
R_00000000006050,,1,,,2,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,
R_00000000006051,1,2,,,,1,2,1,1,2,1,,2,1,4,,3,,,,5,,,,,7,,3,,1,,,,,,6,8,2,4,,,,,,,,,,,,
R_00000000006052,,1,,,,1,,1,1,2,1,,,,,,,,,,2,,,,,1,,,,,3,,,,,,,,,,,,,,,,,,,,
R_00000000006053,2,1,,,2,1,2,1,2,1,1,,2,4,3,1,,,,,,12,,,,2,11,5,10,,,6,3,8,7,9,4,,1,,,,,,,,,,,,
R_00000000006054,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006055,,1,2,alli adam,2,1,,1,,1,1,,2,1,4,3,,,,,,,,,,6,8,5,3,,,7,4,9,11,10,2,,1,,,,,,,,,,,,1
R_00000000006056,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
R_00000000006057,2,1,,,1,2,2,1,2,1,1,,1,3,4,2,,,,,,12,,,,6,5,7,2,,,9,11,8,10,1,4,,3,,,,,,,,,,,,
R_00000000006058,2,1,,,2,1,2,1,2,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,,,3,,,,,
R_00000000006059,2,1,,,2,1,1,2,1,2,1,,4,,3,1,2,,,,,4,,,,5,,10,2,11,,9,,7,1,8,12,3,6,,,,,,,,,,,,
R_00000000006060,,1,,,,1,,1,,1,1,,1,3,2,4,,,,,,,,,,7,10,1,4,,,8,9,6,5,11,2,,3,,,,,,,,,,,,1
R_00000000006061,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006062,,,,,,,,,,,,,,2,4,1,3,,,,,,,,,,,,,,,,,,,,,,,4,5,3,,2,,1,,,,,
R_00000000006063,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006064,1,2,,,1,2,1,2,1,2,,2,4,,,3,1,,,,1,8,7,2,3,,,,,5,6,,,,,,,4,,,,,,,,,,,,,
R_00000000006065,,1,,,,1,,1,,1,1,,1,3,2,4,,,,,,,,,2,1,5,10,11,,,7,6,12,8,4,9,,3,,,,,,,,,,,,
R_00000000006066,1,2,,,1,2,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006067,1,,,,1,,1,,1,,1,2,,,4,3,1,,,,5,1,8,4,3,,,,,6,7,,,,,,,2,,,,,,,,,,,,,
R_00000000006068,1,2,,,1,2,1,2,1,,1,2,,4,3,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,4,5,2,,,,
R_00000000006069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006070,,1,,,,1,2,1,,1,,,3,1,4,2,,,,,,,,,,7,6,2,1,,,5,,3,8,4,9,,10,,,,,,,,,,,,
R_00000000006071,2,1,3,,2,1,2,1,2,1,1,,4,2,3,1,,,,,,,,12,,6,9,5,10,,,8,4,11,3,2,7,,1,,,,,,,,,,,,
R_00000000006072,,,,,1,2,2,1,1,2,1,1,4,,,3,2,,,,,,,,,,,,,,,,,,,,,,,2,,,5,3,1,,4,,,,
R_00000000006073,3,2,1,Kenny Drake,1,2,1,2,1,2,1,1,4,3,,,2,,,,7,5,4,6,8,,,,,3,2,,,,,,,1,,,,,,,,,,,,1,
R_00000000006074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006076,1,2,,,2,1,2,1,1,2,1,,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006077,2,1,,,1,2,2,1,1,2,1,,1,3,4,,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,3,,,4,,,,
R_00000000006078,2,1,,,2,1,1,2,1,,1,,3,,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1
R_00000000006079,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
R_00000000006080,1,,,,1,,1,,1,,,2,,,,,1,,,,3,6,8,2,4,,,,,5,7,,,,,,,1,,,,,,,,,,,,,
R_00000000006081,1,2,,,1,,1,,1,,1,2,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000006082,2,1,,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006083,2,1,,,2,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
R_00000000006084,1,2,,,1,2,1,2,2,1,1,,,1,2,4,3,,,,,,,11,10,,6,,8,4,9,12,5,1,,7,,2,3,,,,,,,,,,,,
R_00000000006085,1,2,3,,1,2,1,2,1,2,1,2,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,4,,,5,2,3,,1,,,,
R_00000000006086,1,2,,,1,2,1,2,1,2,1,4,2,1,,3,,,,,3,,,7,,6,9,,8,10,,5,1,,2,,4,,,,,,,,,,,,,,
R_00000000006087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006088,2,1,,,2,1,1,2,2,1,1,3,,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
R_00000000006089,1,2,,,1,2,2,1,1,2,1,1,,4,3,,2,,,,8,9,6,3,10,12,,4,,11,7,1,,,5,,,2,,,,,,,,,,,,,
R_00000000006090,2,3,1,Harambe,2,1,1,2,1,2,1,1,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006091,1,2,3,,2,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006092,,1,,,,1,,1,,1,,,2,4,3,1,,,,,,,,,,2,3,4,1,,,5,10,8,9,7,11,,6,,,,,,,,,,,,
R_00000000006093,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006094,,1,,,,1,,1,,1,1,,1,3,4,2,,,,,,,,,,5,6,4,1,,,2,11,3,9,8,10,,7,,,,,,,,,,,,
R_00000000006095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006096,1,3,2,Allen Hacopian,2,1,2,1,1,2,1,2,,1,3,4,,,,,9,5,,,7,8,,2,,,3,1,11,10,12,,4,,6,,,,,,,,,,,1,2
R_00000000006097,2,1,,,1,2,2,1,2,1,1,,3,1,,2,4,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,1,,3,,,,,
R_00000000006098,1,2,,,1,2,1,2,1,2,1,3,,,2,4,1,,,,,,4,2,,,,,3,5,1,,,,,,,,,,,,,,,,,,,,
R_00000000006099,1,2,,,1,2,1,2,2,1,1,1,,,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006100,1,2,,,1,2,1,2,1,2,1,2,,,,,1,,,,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006101,,1,,,,1,,,,,1,,,,,,,,,,1,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,
R_00000000006102,1,2,3,Navpreet Khabra,2,1,2,1,1,2,1,,1,3,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
R_00000000006103,1,,2,Nawar Neheh ,1,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,2,,3,,,,
R_00000000006104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006105,2,1,,,2,1,1,2,2,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006106,2,1,,,1,2,1,2,2,1,1,,4,,1,2,3,,,,,4,12,9,,,10,8,1,,,5,3,,7,11,6,,2,,,,,,,,,,,,
R_00000000006107,2,1,3,,1,2,2,1,1,2,1,3,,1,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
R_00000000006108,,1,,,,1,,1,,1,1,,,,,,,,,1,,,,,,,1,,,,,,,3,2,,,,,,,,,,,,,,,,
R_00000000006109,2,1,,,2,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006111,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006112,1,,,,1,,1,,1,,,1,,,,,2,,,,6,1,5,2,7,,,,,8,4,,,,,,,3,,,,,,,,,,,,,
R_00000000006113,2,1,,,2,1,2,1,2,1,1,,4,3,2,1,,,,,,,,,,7,1,8,3,,,9,6,11,10,2,4,,5,,,,,,,,,,,,
R_00000000006114,2,1,,,2,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
R_00000000006115,1,2,,,1,2,1,2,1,2,1,2,,3,,4,1,,,,3,6,4,5,2,,,10,9,7,1,12,,,11,,,8,,,,,,,,,,,,,
R_00000000006116,2,3,1,Navpreet Khabra,1,2,1,,1,2,1,2,,,,,1,,,,1,5,,4,3,,,,,6,,,,,,,,2,,,,,,,,,,,,,
R_00000000006117,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
R_00000000006118,1,2,,,1,2,1,2,1,2,1,2,,4,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000006119,1,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,
R_00000000006120,1,2,,,1,2,1,2,1,2,1,2,3,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000006121,,1,,,,1,,1,1,,1,1,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,1
R_00000000006122,2,1,,,2,1,2,1,2,1,1,4,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,,4,,5,,,,,
R_00000000006123,1,3,2,,1,2,1,2,1,2,1,2,,,,,1,,,,7,3,1,6,4,,,,,,2,,,,,,,5,,,,,,,,,,,,,
R_00000000006124,,1,,,,1,,1,,1,,,2,1,4,3,,,,,,,,,,5,,,1,,,6,,,4,,3,,2,,,,,,,,,,,,
R_00000000006125,1,,,,1,,1,,1,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006126,3,2,1,"Carlos ""Chippy"" Castillo",1,2,2,1,2,1,,3,,4,2,,1,,,,,,2,1,,,6,,4,3,5,,,,,,,,,,,,,,,,,,,,
R_00000000006127,2,1,,,2,1,2,1,2,1,1,,,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,
R_00000000006128,1,,,,1,,1,,1,,,2,,,,,1,,,,8,5,7,2,1,,,,,6,3,9,,,,,,4,,,,,,,,,,,,,
R_00000000006129,1,2,,,1,2,1,2,1,2,1,1,,4,,3,2,,,,1,3,6,8,7,,,,,5,4,,,,,,,2,,,,,,,,,,,,1,2
R_00000000006130,3,1,2,Karenina Alfaro,2,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,,,4,,,,,
R_00000000006131,,1,2,Sirague Krizwold,1,,,1,1,,,,3,4,1,2,,,,,,,,,,,1,,4,,,2,6,3,7,5,8,,9,,,,,,,,,,,,
R_00000000006132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006133,2,1,,,2,1,2,1,2,1,,,2,1,,3,4,,,,,,,,,2,,,6,,,1,4,,5,3,,,,,,,,,,,,,,,
R_00000000006134,1,2,,,2,1,1,2,1,2,1,3,,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
R_00000000006135,2,1,,,2,1,2,1,2,1,1,,3,,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
R_00000000006136,1,2,,,2,1,2,1,2,1,1,,,3,1,2,4,,,,6,,,,1,8,11,3,,,,2,4,5,9,12,,7,10,,,,,,,,,,,,
R_00000000006137,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006138,3,1,2,Hieu Le,2,1,2,1,2,1,1,,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,,,1,,,,,
R_00000000006139,2,1,,,,,2,1,2,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
R_00000000006140,1,2,,,1,2,1,2,1,2,1,1,,3,,4,2,,,,4,5,6,3,1,,12,,,2,7,11,,10,,,9,8,,,,,,,,,,,,,
R_00000000006141,,1,,,,1,,1,,1,1,,3,1,4,2,,,,,,,,,,4,9,7,,,,8,6,2,5,3,1,,10,,,,,,,,,,,,
R_00000000006142,1,2,3,Navpreet Khabra,1,2,1,2,1,2,1,2,3,,4,,1,,,,,,3,,4,1,,,,2,,,,,,,,,,,,,,,,,,,,,
R_00000000006143,2,1,,,2,1,2,1,2,1,1,,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,,4,,,5,,,,
R_00000000006144,1,2,,,1,2,1,2,1,2,,2,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006145,1,2,,,1,2,1,2,1,2,1,1,,3,,4,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,3,1,,2,,,,
R_00000000006146,2,1,3,,1,2,2,1,2,1,1,,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1
R_00000000006147,2,1,,,,,1,2,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000006148,1,2,,,1,2,1,2,1,2,1,1,,3,4,,2,,,,3,2,7,1,4,,12,,,5,6,9,,11,8,,,10,,,,,,,,,,,,2,1
R_00000000006149,1,2,3,,1,2,2,1,1,2,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006150,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006151,3,1,2,Sami ,1,2,2,1,2,1,1,,2,,1,4,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
R_00000000006152,2,1,,,2,1,2,1,2,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
R_00000000006153,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006154,,1,,,,1,,1,,1,1,,2,1,3,4,,,,,,,,,,1,11,3,9,,,7,10,6,4,8,5,,2,,,,,,,,,,,,1
R_00000000006155,1,2,,,1,2,1,2,1,2,1,3,,,1,2,4,,,,7,,9,3,1,2,8,,6,11,12,,10,,,4,,5,,,,,,,,,,,,,
R_00000000006156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
R_00000000006157,,1,,,,1,,1,,1,1,,1,4,3,2,,,,,6,,5,,,2,,,,,,,4,,,,,3,1,,,,,,,,,,,,
R_00000000006158,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006159,1,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,
R_00000000006160,2,1,,,2,1,2,1,2,1,1,1,,3,2,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,
R_00000000006161,,1,,,,1,,1,,1,1,,4,2,3,1,,,,,12,,,,,11,6,7,1,,,8,9,10,4,2,5,,3,,,,,,,,,,,,
R_00000000006162,1,2,3,Nawar Nemeh,1,2,2,1,2,1,1,,4,2,1,3,,,,,5,2,11,1,6,,9,,4,12,,7,,,10,8,,3,,,,,,,,,,,,,
R_00000000006163,1,,,,1,,1,,1,,1,2,,,,,1,,,,3,8,9,1,6,4,,,,5,2,,,,,,,7,,,,,,,,,,,,,
R_00000000006164,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006165,1,2,,,1,2,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000006166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
R_00000000006167,1,2,3,,1,2,1,2,1,2,,1,,4,3,,2,,,,6,2,4,3,8,,,,,7,5,,,,,,,1,,,,,,,,,,,,,
R_00000000006168,1,2,,,1,2,1,2,1,2,1,1,,,,,2,,,,,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006169,,,,independent party,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,5,,2,,,,
R_00000000006170,2,1,,,2,1,2,1,2,1,1,,4,1,2,,3,,,,,,5,12,3,11,10,,,4,,2,9,,7,,1,6,8,,,,,,,,,,,,
R_00000000006171,,1,2,Robbie Davison,,1,,1,,1,1,,1,3,2,4,,,,,,,,,,7,6,3,2,,,9,11,8,5,10,1,,4,,,,,,,,,,,,
R_00000000006172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006173,,1,,,,1,,1,,1,,,,,,,,,,1,,,,,,8,7,3,1,,,2,6,,,5,4,,,,,,,,,,,,,,
R_00000000006174,1,2,,,1,2,1,2,1,2,1,3,2,,4,,1,,,,8,3,7,4,1,,,,9,5,2,11,,,12,,10,6,,,,,,,,,,,,,
R_00000000006175,1,2,,,1,2,1,2,1,2,1,1,4,,3,,2,,,,,,,,,,,,,,,,,,,,,,,5,,,,1,4,2,3,,,,
R_00000000006176,2,1,,,1,2,1,2,1,,1,3,,4,,1,2,,,,6,4,3,1,5,,10,,12,8,2,,,11,,,9,7,,,,,,,,,,,,,
R_00000000006177,,1,,,,1,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006178,2,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006179,,1,,,,1,,1,,1,1,,2,1,3,4,,,,,,,,,,1,11,5,6,,,8,9,2,3,10,7,,4,,,,,,,,,,,,
R_00000000006180,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006182,1,2,,,1,2,1,2,1,2,1,2,,,,,1,,,,5,3,7,6,4,,,,,1,2,,,,,,,8,,,,,,,,,,,,,
R_00000000006183,2,1,,,2,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,5,3,2,,,,
R_00000000006184,3,2,1,Tino,1,2,1,2,2,1,1,1,,4,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006185,2,1,,,2,1,2,1,2,1,1,4,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
R_00000000006186,,1,,,2,1,,1,,1,,,2,3,1,4,,,,,,,,,,,,,,,,,3,2,,,1,,,,,,,,,,,,,,
R_00000000006187,2,,1,Navpreet Khabra,1,,1,,1,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,4,2,,1,,,,
R_00000000006188,1,2,,Nawar nemeh,1,2,2,1,1,2,1,,2,3,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006189,2,1,,,2,1,2,1,2,1,,,,,,,,,,1,,10,12,,,3,,5,4,,,8,11,6,7,1,2,,9,,,,,,,,,,,,
R_00000000006190,1,,,,1,,1,,1,,,1,,,,,2,,,,3,6,7,2,1,,,,,5,4,,,,,,,8,,,,,,,,,,,,,
R_00000000006191,2,1,,,2,1,1,2,2,1,1,,1,2,4,3,,,,,,1,,,,2,,,3,4,,,,,,,,,,,,,,,,,,,,,
R_00000000006192,1,,,,1,,1,,1,,1,2,,,,,1,,,,5,4,3,6,2,,,,,7,8,,9,,,,,1,,,,,,,,,,,,,
R_00000000006193,,1,,,,1,,1,,1,1,,2,1,3,4,,,,,,,,,,5,11,7,6,,,8,9,4,3,10,2,,1,,,,,,,,,,,,
R_00000000006194,1,2,,,1,2,1,2,1,2,1,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006195,1,2,,,1,2,2,1,1,2,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,2,,1,5,,4,,,,
R_00000000006196,2,1,,,2,1,2,1,2,1,1,,1,3,4,2,,,,,,,,,,4,6,7,2,12,,5,8,1,9,10,3,,11,,,,,,,,,,,2,1
R_00000000006197,1,3,2,,1,2,1,2,1,2,1,2,,3,4,,1,,,,7,2,10,4,12,,,,,3,8,,6,5,9,,1,11,,,,,,,,,,,,,
R_00000000006198,,,,,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006199,1,2,,,1,2,1,2,1,2,1,,,3,2,,1,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,
R_00000000006200,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006201,2,1,,,2,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006202,3,1,2,Robbie Davison,2,1,2,1,2,1,1,,1,3,2,4,,,,,,,,,,10,5,7,3,,,2,1,6,9,8,4,,,,,,,,,,,,,,
R_00000000006203,2,1,,,,,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
R_00000000006204,,1,,,,1,,1,,1,,,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,,,3,,,,,
R_00000000006205,,,,,1,2,1,2,1,2,1,1,,3,4,,2,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,
R_00000000006206,1,2,,,1,2,1,2,1,2,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,1,,3,,,,
R_00000000006207,1,2,,,1,2,1,2,1,2,1,2,,,,,1,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006208,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000006209,1,2,,,1,2,1,2,1,2,1,2,,4,3,,1,,,,5,3,8,7,4,12,,,,6,2,9,,,10,,11,1,,,,,,,,,,,,,
R_00000000006210,1,2,,,2,1,1,2,1,2,1,2,,4,3,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,5,4,2,,1,,,,
R_00000000006211,1,,,,,1,2,1,2,1,,,4,3,2,,1,,,,,,1,5,4,3,11,6,,12,,8,9,7,,,,2,10,,,,,,,,,,,,
R_00000000006212,2,1,,,2,1,2,1,1,2,1,1,4,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006213,1,,,,1,,1,,1,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,
R_00000000006214,,1,,,,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
R_00000000006215,2,1,,,1,2,2,1,1,2,1,,,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
R_00000000006216,,1,,,,1,,1,,1,,,1,,,,,,,,,,,,,1,,,,,,3,2,,,,,,,,,,,,,,,,,,
R_00000000006217,1,2,,,1,2,2,1,2,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,
R_00000000006218,,1,,,,1,,1,,1,1,,3,1,2,4,,,,,,,,,,,,3,,,,2,1,,,,,,4,,,,,,,,,,,,
R_00000000006219,1,2,,,1,2,1,2,1,2,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,4,5,,,2,1,,3,,,,
R_00000000006220,2,1,,,2,1,,1,2,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
R_00000000006221,2,1,,,2,1,2,1,2,1,1,3,2,,1,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000006222,2,1,,,2,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
R_00000000006223,2,1,,,2,1,2,1,2,1,1,,4,1,2,3,,,,,,,,,,3,,1,,,,2,4,,,,,,,,,,,,,,,,,2,1
R_00000000006224,2,3,1,Jonathan Madajian,2,1,2,1,1,2,,,,,,,,,,1,2,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,1
R_00000000006225,1,2,,,,,1,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
R_00000000006226,2,1,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
R_00000000006227,2,1,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
R_00000000006228,1,2,,,1,2,1,2,1,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
